,Novel Name,Novel Date,Novel Url,Writer Url,Num Submissions,Avg Submission,Min Submission,Min Day,Max Submission,Max Day,Standard Deviation
320,Banjo,November 2015,http://nanowrimo.org/participants/musicalme/novels/banjo,http://nanowrimo.org/participants/MusicalMe/novels,8,1816.0,440,7,3303,13,1037.05086664
321,Feeding the Rumors,November 2012,http://nanowrimo.org/participants/musicalme/novels/feeding-the-rumors,http://nanowrimo.org/participants/MusicalMe/novels,1,0.0,0,1,0,1,0.0
322,Teenagers Save the World (working title),November 2015,http://nanowrimo.org/participants/mwalker/novels/teenagers-save-the-world-working-title,http://nanowrimo.org/participants/mwalker/novels,27,1853.44444444,19,20,4837,7,1235.34428649
323,Stumbling Toward Alliance,November 2014,http://nanowrimo.org/participants/mwalker/novels/stumbling-toward-alliance,http://nanowrimo.org/participants/mwalker/novels,26,1937.53846154,542,26,4363,1,850.851800834
324,Flora vs Ex-Fauna,November 2013,http://nanowrimo.org/participants/mwalker/novels/flora-vs-ex-fauna,http://nanowrimo.org/participants/mwalker/novels,28,1827.39285714,195,27,3703,17,787.430964742
325,Heron 2: The Same Generation,November 2012,http://nanowrimo.org/participants/mwalker/novels/heron-2-the-same-generation,http://nanowrimo.org/participants/mwalker/novels,23,2178.47826087,1099,24,3769,4,783.625568838
326,Untitled Low-Budget Science Fiction Spectacular!,November 2011,http://nanowrimo.org/participants/mwalker/novels/untitled-low-budget-science-fiction-spectacular,http://nanowrimo.org/participants/mwalker/novels,26,1925.73076923,133,20,4833,21,968.213762066
327,Heron,November 2010,http://nanowrimo.org/participants/mwalker/novels/heron-613514,http://nanowrimo.org/participants/mwalker/novels,1,0.0,0,1,0,1,0.0
328,The Kottington Design,November 2008,http://nanowrimo.org/participants/mwalker/novels/the-kottington-design,http://nanowrimo.org/participants/mwalker/novels,1,0.0,0,1,0,1,0.0
329,Visiting Team,November 2006,http://nanowrimo.org/participants/mwalker/novels/visiting-team,http://nanowrimo.org/participants/mwalker/novels,1,0.0,0,1,0,1,0.0
330,Untitled really bad novel,November 2005,http://nanowrimo.org/participants/mwalker/novels/untitled-really-bad-novel,http://nanowrimo.org/participants/mwalker/novels,1,0.0,0,1,0,1,0.0
331,Portal,November 2015,http://nanowrimo.org/participants/naseem-sage/novels/portal-935088,http://nanowrimo.org/participants/naseem-sage/novels,8,1141.625,190,12,2564,1,732.547428072
332,Selene,November 2014,http://nanowrimo.org/participants/naseem-sage/novels/selene-779143,http://nanowrimo.org/participants/naseem-sage/novels,19,2636.89473684,0,1,9093,30,1931.18902274
333,Game of Intellect,November 2013,http://nanowrimo.org/participants/naseem-sage/novels/game-of-intellect,http://nanowrimo.org/participants/naseem-sage/novels,1,0.0,0,1,0,1,0.0
334,[unnamed],November 2015,http://nanowrimo.org/participants/nlettis/novels/unnamed-835610,http://nanowrimo.org/participants/NLettis/novels,1,0.0,0,1,0,1,0.0
335,Gods and Sand,November 2015,http://nanowrimo.org/participants/nytshaed/novels/gods-and-sand,http://nanowrimo.org/participants/Nytshaed/novels,29,1729.03448276,14,14,6536,30,1419.60709675
336,The Quest for Employment,November 2014,http://nanowrimo.org/participants/nytshaed/novels/the-quest-for-employment,http://nanowrimo.org/participants/Nytshaed/novels,16,3274.625,0,1,9000,16,2424.51579895
337,Welcome to Monday: Lover Come Back/Longest Winter,November 2013,http://nanowrimo.org/participants/nytshaed/novels/welcome-to-monday-lover-come-back-longest-winter,http://nanowrimo.org/participants/Nytshaed/novels,23,2278.2173913,0,1,7873,24,1847.0156412
338,"""Problem Child""",November 2012,http://nanowrimo.org/participants/nytshaed/novels/problem-child,http://nanowrimo.org/participants/Nytshaed/novels,28,1820.32142857,205,28,4618,17,1019.44578969
339,Not at All what I seem,November 2011,http://nanowrimo.org/participants/nytshaed/novels/not-at-all-what-i-seem,http://nanowrimo.org/participants/Nytshaed/novels,25,2004.68,0,1,9437,5,1674.83954384
340,The Fall Compendium: Haunted by Love/Djinni in the Locket,November 2010,http://nanowrimo.org/participants/nytshaed/novels/the-fall-compendium-haunted-by-love-djinni-in-the-locket,http://nanowrimo.org/participants/Nytshaed/novels,1,0.0,0,1,0,1,0.0
341,The Tale of Black Davey,November 2009,http://nanowrimo.org/participants/nytshaed/novels/the-tale-of-black-davey,http://nanowrimo.org/participants/Nytshaed/novels,1,0.0,0,1,0,1,0.0
342,Unusual Holiday,November 2015,http://nanowrimo.org/participants/poise/novels/unusual-holiday,http://nanowrimo.org/participants/poise/novels,30,2300.86666667,232,27,5538,21,1029.88956474
343,Location,November 2014,http://nanowrimo.org/participants/poise/novels/location,http://nanowrimo.org/participants/poise/novels,29,2224.06896552,199,23,5416,28,1436.37966672
344,Attempting Magic,November 2013,http://nanowrimo.org/participants/poise/novels/attempting-magic,http://nanowrimo.org/participants/poise/novels,29,2155.31034483,1133,24,3736,20,613.841106221
345,Time,November 2012,http://nanowrimo.org/participants/poise/novels/time-241302,http://nanowrimo.org/participants/poise/novels,24,1543.83333333,11,14,4242,29,1266.8664974
346,Working,November 2011,http://nanowrimo.org/participants/poise/novels/working-131689,http://nanowrimo.org/participants/poise/novels,10,2237.0,0,1,5696,29,1695.51520194
347,The Orichalcum Spur Series Overview,November 2015,http://nanowrimo.org/participants/quinnwhittaker/novels/the-orichalcum-spur-series-overview,http://nanowrimo.org/participants/QuinnWhittaker/novels,1,0.0,0,1,0,1,0.0
348,The Welkinbane,November 2014,http://nanowrimo.org/participants/quinnwhittaker/novels/the-welkinbane,http://nanowrimo.org/participants/QuinnWhittaker/novels,12,2923.83333333,0,1,5665,9,1673.56121456
349,Thistletorn,November 2013,http://nanowrimo.org/participants/quinnwhittaker/novels/thistletorn,http://nanowrimo.org/participants/QuinnWhittaker/novels,3,5994.33333333,1030,11,15082,1,6435.11638503
350,Thistledown,November 2012,http://nanowrimo.org/participants/quinnwhittaker/novels/thistledown,http://nanowrimo.org/participants/QuinnWhittaker/novels,22,2487.77272727,495,30,11005,10,2137.19510174
351,The Dragon and the Maid,November 2015,http://nanowrimo.org/participants/ragingfem/novels/the-dragon-and-the-maid,http://nanowrimo.org/participants/RagingFem/novels,1,0.0,0,1,0,1,0.0
352,Luthor and the Dragons,November 2014,http://nanowrimo.org/participants/ragingfem/novels/luthor-and-the-dragons,http://nanowrimo.org/participants/RagingFem/novels,19,2662.89473684,351,12,12136,29,2416.57600085
353,Double Dutch,November 2013,http://nanowrimo.org/participants/ragingfem/novels/double-dutch,http://nanowrimo.org/participants/RagingFem/novels,14,1725.92857143,136,10,3607,8,1064.91900861
354,The Stowaway Spoons (working title),November 2015,http://nanowrimo.org/participants/revdolphin/novels/the-stowaway-spoons-working-title,http://nanowrimo.org/participants/revdolphin/novels,18,720.666666667,0,1,3608,7,918.199324766
355,THERE,November 2015,http://nanowrimo.org/participants/robertjm/novels/there-888676,http://nanowrimo.org/participants/Robertjm/novels,30,2667.2,143,7,8498,30,1891.60530414
356,Bullets and Borscht,November 2014,http://nanowrimo.org/participants/robertjm/novels/bullets-and-borscht,http://nanowrimo.org/participants/Robertjm/novels,27,1852.92592593,677,4,3476,15,507.231989142
357,Moving into Murder,November 2015,http://nanowrimo.org/participants/sophia-salazar/novels/moving-into-murder,http://nanowrimo.org/participants/Sophia-Salazar/novels,30,1745.5,142,28,3249,21,835.166360673
358,What's Going on with Mary?,November 2013,http://nanowrimo.org/participants/sophia-salazar/novels/what-s-going-on-with-mary,http://nanowrimo.org/participants/Sophia-Salazar/novels,28,1948.89285714,533,26,4213,17,947.112391101
359,Vaulted Magic,November 2015,http://nanowrimo.org/participants/space-jack/novels/vaulted-magic,http://nanowrimo.org/participants/Space-Jack/novels,2,1320.0,916,2,1724,1,404.0
360,In the Company of Magic,November 2014,http://nanowrimo.org/participants/space-jack/novels/in-the-company-of-magic,http://nanowrimo.org/participants/Space-Jack/novels,2,25011.5,0,1,50023,30,25011.5
361,Shield the Light,November 2013,http://nanowrimo.org/participants/space-jack/novels/shield-the-light,http://nanowrimo.org/participants/Space-Jack/novels,11,4547.27272727,0,1,29009,29,7885.36478768
362,Caught between a Witch and a Sharp Knife.,November 2012,http://nanowrimo.org/participants/space-jack/novels/caught-between-a-witch-and-a-sharp-knife,http://nanowrimo.org/participants/Space-Jack/novels,6,2780.16666667,644,1,5004,5,1382.54697529
363,Tea and Company,November 2011,http://nanowrimo.org/participants/space-jack/novels/tea-and-company,http://nanowrimo.org/participants/Space-Jack/novels,20,2500.7,0,1,5012,29,1365.86848196
364,Satisfied/Some Kind of Title/Some Other Witty Title,November 2015,http://nanowrimo.org/participants/sushimustwrite/novels/satisfied-some-kind-of-title-some-other-witty-title,http://nanowrimo.org/participants/sushimustwrite/novels,30,10073.4333333,2590,13,25057,1,6468.17273364
365,The Top NOWD Donor Novel/The Shuttershock Worlds (rewrite)/???,November 2014,http://nanowrimo.org/participants/sushimustwrite/novels/the-top-nowd-donor-novel-the-shuttershock-worlds-rewrite,http://nanowrimo.org/participants/sushimustwrite/novels,28,5412.17857143,157,28,20003,8,5299.71351688
366,The Lego Wars Require a Wittier Title/The Best Unnamed Thing Ever/The Quest for a Roboromance Title,November 2013,http://nanowrimo.org/participants/sushimustwrite/novels/the-lego-wars-require-a-wittier-title-the-best-unnamed-thing-ever-the-quest-for-a-roboromance-title,http://nanowrimo.org/participants/sushimustwrite/novels,19,8186.89473684,110,4,50004,1,11281.7929281
367,Some Title Goes Here / Legends of Wrimonia,November 2012,http://nanowrimo.org/participants/sushimustwrite/novels/some-title-goes-here-legends-of-wrimonia,http://nanowrimo.org/participants/sushimustwrite/novels,16,6800.0625,205,10,50030,1,11836.7177221
368,An Unauthorized Autobiography / Dissolve / Something decided by my top NOWD donor,November 2011,http://nanowrimo.org/participants/sushimustwrite/novels/an-unauthorized-autobiography-dissolve-something-decided-by-my-top-nowd-donor,http://nanowrimo.org/participants/sushimustwrite/novels,25,9374.04,368,6,50004,1,10812.9485321
369,The Shuttershock Worlds (tentative) / Witty Title Goes Here / Some Other Title,November 2010,http://nanowrimo.org/participants/sushimustwrite/novels/the-shuttershock-worlds-tentative-witty-title-goes-here-some-other-title,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
370,Witty Title Goes Here / Adventures in Wrimonia,November 2009,http://nanowrimo.org/participants/sushimustwrite/novels/witty-title-goes-here-adventures-in-wrimonia,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
371,Untitled,November 2008,http://nanowrimo.org/participants/sushimustwrite/novels/novel-569765,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
372,Title? Who needs one of those?,November 2007,http://nanowrimo.org/participants/sushimustwrite/novels/title-who-needs-one-of-those,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
373,The Wayback Machine Says I Never Titled This,November 2006,http://nanowrimo.org/participants/sushimustwrite/novels/the-wayback-machine-says-i-never-titled-this,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
374,What WIll Pass Away,November 2005,http://nanowrimo.org/participants/sushimustwrite/novels/what-will-pass-away,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
375,Ask Me Later,November 2004,http://nanowrimo.org/participants/sushimustwrite/novels/ask-me-later-570944,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
376,Lifeboats,November 2003,http://nanowrimo.org/participants/sushimustwrite/novels/lifeboats-570949,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
377,You'd Go Crazy Too,November 2002,http://nanowrimo.org/participants/sushimustwrite/novels/you-d-go-crazy-too,http://nanowrimo.org/participants/sushimustwrite/novels,1,0.0,0,1,0,1,0.0
378,Back to Third Street,November 2015,http://nanowrimo.org/participants/the-big-bad-firewing/novels/back-to-third-street,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,15,3369.33333333,0,1,12372,30,3126.82110493
379,On Third Street,November 2014,http://nanowrimo.org/participants/the-big-bad-firewing/novels/on-third-street,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,19,2718.47368421,38,2,11480,30,2821.89336156
380,Untitled,November 2013,http://nanowrimo.org/participants/the-big-bad-firewing/novels/untitled-489126,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,13,2615.38461538,0,1,6693,19,2195.15237034
381,The Boy Who Communes With Griffins,November 2012,http://nanowrimo.org/participants/the-big-bad-firewing/novels/the-boy-who-communes-with-griffins,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,23,2184.30434783,124,14,5715,29,1450.59925952
382,A Flick of the Wrist,November 2011,http://nanowrimo.org/participants/the-big-bad-firewing/novels/a-flick-of-the-wrist,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,13,3954.61538462,179,24,9506,30,2533.76744542
383,A Tilt of The Drinking Glass,November 2010,http://nanowrimo.org/participants/the-big-bad-firewing/novels/a-tilt-of-the-drinking-glass,http://nanowrimo.org/participants/The-Big-Bad-Firewing/novels,1,0.0,0,1,0,1,0.0
384,Sunbreak to Closing,November 2015,http://nanowrimo.org/participants/wildflowerlens/novels/sunbreak-to-closing,http://nanowrimo.org/participants/wildflowerlens/novels,29,1726.55172414,171,24,5205,7,1062.94037807
385,Untitled,November 2015,http://nanowrimo.org/participants/wittycassiehere/novels/novel-812482,http://nanowrimo.org/participants/wittycassiehere/novels,7,1484.71428571,494,5,2264,8,535.14316223
386,Not Yet Titled,November 2015,http://nanowrimo.org/participants/wordweaver/novels/not-yet-titled-989455,http://nanowrimo.org/participants/wordweaver/novels,2,896.5,0,1,1793,4,896.5
387,Overdue III: The Final Horror,November 2014,http://nanowrimo.org/participants/wordweaver/novels/overdue-iii-the-final-horror,http://nanowrimo.org/participants/wordweaver/novels,8,4955.0,66,7,24043,24,7948.51036358
388,Son of Overdue,November 2013,http://nanowrimo.org/participants/wordweaver/novels/son-of-overdue,http://nanowrimo.org/participants/wordweaver/novels,7,505.285714286,-561,2,1206,14,619.599574446
389,Overdue,November 2011,http://nanowrimo.org/participants/wordweaver/novels/overdue,http://nanowrimo.org/participants/wordweaver/novels,1,0.0,0,1,0,1,0.0
390,It's top secret...until the powers to be tell me I can let you all know.,November 2015,http://nanowrimo.org/participants/wspinale/novels/it-s-top-secret-until-the-powers-to-be-tell-me-i-can-let-you-all-know,http://nanowrimo.org/participants/WSpinale/novels,10,2602.2,-27,3,9790,9,2735.0492427
391,If You Could Hear Me Speak,November 2014,http://nanowrimo.org/participants/wspinale/novels/if-you-could-hear-me-speak,http://nanowrimo.org/participants/WSpinale/novels,23,2198.91304348,31,8,11551,29,2342.16954261
392,Untitled,November 2015,http://nanowrimo.org/participants/alexandris/novels/untitled-945670,http://nanowrimo.org/participants/Alexandris/novels,1,379.0,379,1,379,1,0.0
393,The First Chroma,November 2012,http://nanowrimo.org/participants/alexandris/novels/the-first-chroma,http://nanowrimo.org/participants/Alexandris/novels,1,0.0,0,1,0,1,0.0
394,The Rolodex of Geoffrey Gables,November 2015,http://nanowrimo.org/participants/ambrella/novels/the-rolodex-of-geoffrey-gables-943770,http://nanowrimo.org/participants/ambrella/novels,2,789.5,169,1,1410,2,620.5
395,The Worn Trilogy: Into the Forest,November 2015,http://nanowrimo.org/participants/dinosaurdoodoo/novels/the-worn-trilogy-into-the-forest,http://nanowrimo.org/participants/DinosaurDooDoo/novels,5,730.6,239,3,1459,4,426.559069766
396,No Title Yet,November 2013,http://nanowrimo.org/participants/dinosaurdoodoo/novels/no-title-yet-538655,http://nanowrimo.org/participants/DinosaurDooDoo/novels,1,0.0,0,1,0,1,0.0
397,Border of Tomorrow,November 2015,http://nanowrimo.org/participants/gakernes/novels/border-of-tomorrow,http://nanowrimo.org/participants/gakernes/novels,4,1215.25,0,1,2148,4,871.777315316
398,Without Conviction,November 2015,http://nanowrimo.org/participants/irlangel/novels/without-conviction,http://nanowrimo.org/participants/irlangel/novels,23,2191.2173913,894,9,5283,27,992.556162315
399,Fracture,November 2014,http://nanowrimo.org/participants/irlangel/novels/fracture-807527,http://nanowrimo.org/participants/irlangel/novels,1,0.0,0,1,0,1,0.0
400,Utter Significance,November 2013,http://nanowrimo.org/participants/irlangel/novels/utter-significance,http://nanowrimo.org/participants/irlangel/novels,1,0.0,0,1,0,1,0.0
401,Tales of LightYonder,November 2012,http://nanowrimo.org/participants/irlangel/novels/tales-of-lightyonder,http://nanowrimo.org/participants/irlangel/novels,1,0.0,0,1,0,1,0.0
402,Rumor Has It,November 2015,http://nanowrimo.org/participants/jenniferkate/novels/rumor-has-it-835179,http://nanowrimo.org/participants/jenniferkate/novels,5,1409.8,243,5,1779,2,587.974625303
403,A Deal With God,November 2012,http://nanowrimo.org/participants/jenniferkate/novels/a-deal-with-god,http://nanowrimo.org/participants/jenniferkate/novels,9,2555.55555556,647,8,13223,12,3790.98776665
404,"Wind, Fire, and Packers",November 2015,http://nanowrimo.org/participants/jessbear84/novels/wind-fire-and-packers,http://nanowrimo.org/participants/Jessbear84/novels,28,1829.03571429,0,1,4887,28,1331.07600089
405,Dream Journal,November 2015,http://nanowrimo.org/participants/jwhitefang/novels/dream-journal-943074,http://nanowrimo.org/participants/JWhiteFang/novels,2,1769.0,1331,2,2207,1,438.0
406,"Words, Magic, and Other Such Nonsense",November 2014,http://nanowrimo.org/participants/jwhitefang/novels/words-magic-and-other-such-nonsense,http://nanowrimo.org/participants/JWhiteFang/novels,8,1438.0,0,1,4849,23,1549.63850623
407,Thirty Days Hath September,November 2015,http://nanowrimo.org/participants/kdsunflowers/novels/thirty-days-hath-september-916976,http://nanowrimo.org/participants/KDSUNFLOWERS/novels,3,157.333333333,131,3,192,1,25.5907969569
408,Untitled,November 2014,http://nanowrimo.org/participants/kdsunflowers/novels/untitled-791757,http://nanowrimo.org/participants/KDSUNFLOWERS/novels,4,212.5,63,19,618,1,234.421095467
409,Star-Crossed!,November 2015,http://nanowrimo.org/participants/kicksandgiggles/novels/star-crossed-816334,http://nanowrimo.org/participants/kicksandgiggles/novels,30,1675.56666667,1405,4,1886,3,95.4619237649
410,The Talisman,November 2015,http://nanowrimo.org/participants/krkausen/novels/the-talisman-857935,http://nanowrimo.org/participants/krkausen/novels,18,2800.83333333,491,6,7339,1,2123.32959837
411,Misc,November 2015,http://nanowrimo.org/participants/lynxzpanther/novels/misc-879211,http://nanowrimo.org/participants/lynxzpanther/novels,20,952.5,0,1,6383,9,1467.2476444
412,Wingfall,November 2014,http://nanowrimo.org/participants/lynxzpanther/novels/wingfall,http://nanowrimo.org/participants/lynxzpanther/novels,24,2093.04166667,176,13,8367,30,2198.19000315
413,Youth,November 2013,http://nanowrimo.org/participants/lynxzpanther/novels/youth-357498,http://nanowrimo.org/participants/lynxzpanther/novels,18,1223.83333333,187,9,2645,14,694.597105442
414,Reaper,November 2012,http://nanowrimo.org/participants/lynxzpanther/novels/reaper-316564,http://nanowrimo.org/participants/lynxzpanther/novels,29,1741.37931034,27,29,4545,4,1342.01337199
415,Speak Now,November 2015,http://nanowrimo.org/participants/melissacroce/novels/speak-now-977805,http://nanowrimo.org/participants/melissacroce/novels,3,1485.0,0,1,2717,3,1123.54468833
416,Merely a Madness,November 2014,http://nanowrimo.org/participants/melissacroce/novels/merely-a-madness,http://nanowrimo.org/participants/melissacroce/novels,9,1446.0,0,1,2236,11,680.475977207
417,Longer Ways to Go,November 2013,http://nanowrimo.org/participants/melissacroce/novels/longer-ways-to-go,http://nanowrimo.org/participants/melissacroce/novels,26,1930.57692308,0,1,4310,11,1067.40927098
418,American Meadow,November 2015,http://nanowrimo.org/participants/mshannabsmith/novels/american-meadow,http://nanowrimo.org/participants/MsHannaBSmith/novels,1,1614.0,1614,1,1614,1,0.0
419,Untitled,November 2011,http://nanowrimo.org/participants/mshannabsmith/novels/untitled-932471,http://nanowrimo.org/participants/MsHannaBSmith/novels,1,0.0,0,1,0,1,0.0
420,Watashi no Kokoro Wa Dō?,November 2015,http://nanowrimo.org/participants/new-apollo/novels/watashi-no-kokoro-wa-do,http://nanowrimo.org/participants/New-Apollo/novels,2,1751.5,1710,3,1793,1,41.5
421,First novel Re-write,November 2015,http://nanowrimo.org/participants/pbtoejam05/novels/first-novel-re-write,http://nanowrimo.org/participants/pbtoejam05/novels,3,410.333333333,237,2,705,1,209.439463542
422,And Then There Was...,November 2014,http://nanowrimo.org/participants/pbtoejam05/novels/and-then-there-was-590351,http://nanowrimo.org/participants/pbtoejam05/novels,2,758.0,169,1,1347,9,589.0
423,Working Title,November 2013,http://nanowrimo.org/participants/pbtoejam05/novels/working-title-353872,http://nanowrimo.org/participants/pbtoejam05/novels,29,1727.72413793,417,21,3519,28,750.119571919
424,Untitled,November 2012,http://nanowrimo.org/participants/pbtoejam05/novels/novel-188660,http://nanowrimo.org/participants/pbtoejam05/novels,9,1464.22222222,317,21,5487,4,1495.83776436
425,Dragons,November 2011,http://nanowrimo.org/participants/pbtoejam05/novels/dragons-13891,http://nanowrimo.org/participants/pbtoejam05/novels,28,2141.92857143,155,29,3759,11,935.821256154
426,The Rune Protector Book 3,November 2010,http://nanowrimo.org/participants/pbtoejam05/novels/the-rune-protector-book-3,http://nanowrimo.org/participants/pbtoejam05/novels,1,0.0,0,1,0,1,0.0
427,The Rune Protector Book 2,November 2009,http://nanowrimo.org/participants/pbtoejam05/novels/the-rune-protector-book-2,http://nanowrimo.org/participants/pbtoejam05/novels,1,0.0,0,1,0,1,0.0
428,The Rune Protector Book 1,November 2007,http://nanowrimo.org/participants/pbtoejam05/novels/the-rune-protector-book-1,http://nanowrimo.org/participants/pbtoejam05/novels,1,0.0,0,1,0,1,0.0
429,Untitled,November 2015,http://nanowrimo.org/participants/sniccolls/novels/untitled-945714,http://nanowrimo.org/participants/sniccolls/novels,8,1195.125,177,7,2003,6,687.473897232
430,This Silence Is Mine,November 2015,http://nanowrimo.org/participants/starduststorm/novels/this-silence-is-mine,http://nanowrimo.org/participants/StardustStorm/novels,3,1031.66666667,-84,2,2610,6,1147.44769912
431,Endless,November 2015,http://nanowrimo.org/participants/torturedwriting/novels/endless-912271,http://nanowrimo.org/participants/Torturedwriting/novels,21,3557.38095238,986,24,10212,11,2678.30487393
432,Continuation Exile,November 2015,http://nanowrimo.org/participants/erin_havel/novels/continuation-exile,http://nanowrimo.org/participants/erin_havel/novels,1,0.0,0,1,0,1,0.0
433,Exile (Book 1 of Star Beings series),November 2014,http://nanowrimo.org/participants/erin_havel/novels/exile-book-1-of-star-beings-series,http://nanowrimo.org/participants/erin_havel/novels,24,2114.0,984,18,5082,1,783.089288225
434,The Malformation of Health Care,November 2012,http://nanowrimo.org/participants/erin_havel/novels/the-malformation-of-health-care,http://nanowrimo.org/participants/erin_havel/novels,1,0.0,0,1,0,1,0.0
435,As We Know It,November 2015,http://nanowrimo.org/participants/allireapandsow/novels/as-we-know-it-883349,http://nanowrimo.org/participants/allireapandsow/novels,29,1732.06896552,55,1,6465,29,1287.33073025
436,Quentin Heart - Vampire Bounty Hunter,November 2015,http://nanowrimo.org/participants/amberkell/novels/quentin-heart-vampire-bounty-hunter,http://nanowrimo.org/participants/amberkell/novels,17,2235.29411765,1132,16,5222,11,1349.8850829
437,2015 Nano,November 2015,http://nanowrimo.org/participants/ashley-daniele/novels/2015-nano,http://nanowrimo.org/participants/Ashley-Daniele/novels,1,0.0,0,1,0,1,0.0
438,The Far South,November 2015,http://nanowrimo.org/participants/astridsdream/novels/the-far-south,http://nanowrimo.org/participants/astridsdream/novels,12,1681.08333333,198,25,2803,8,803.923551334
439,The Wind Waker: Broken,November 2014,http://nanowrimo.org/participants/astridsdream/novels/the-wind-waker-broken,http://nanowrimo.org/participants/astridsdream/novels,27,1852.77777778,330,25,4872,1,1185.03593736
440,Ket's Journey,November 2013,http://nanowrimo.org/participants/astridsdream/novels/ket-s-journey,http://nanowrimo.org/participants/astridsdream/novels,13,3847.46153846,1150,25,11562,30,2751.2448823
441,Jade and Steel,November 2012,http://nanowrimo.org/participants/astridsdream/novels/jade-and-steel,http://nanowrimo.org/participants/astridsdream/novels,7,2690.42857143,686,11,4451,13,1421.60019064
442,Saki's Journey,November 2011,http://nanowrimo.org/participants/astridsdream/novels/saki-s-journey,http://nanowrimo.org/participants/astridsdream/novels,23,2398.30434783,1539,11,4696,27,878.708757943
443,The Market,November 2015,http://nanowrimo.org/participants/authorperson/novels/the-market-1008611,http://nanowrimo.org/participants/authorperson/novels,1,0.0,0,1,0,1,0.0
444,The Market,November 2014,http://nanowrimo.org/participants/authorperson/novels/the-market-584584,http://nanowrimo.org/participants/authorperson/novels,7,1118.71428571,100,2,3046,5,903.233669227
445,Snowy Temptation,November 2015,http://nanowrimo.org/participants/blushingwriter/novels/snowy-temptation,http://nanowrimo.org/participants/Blushingwriter/novels,30,1820.56666667,5,27,8019,14,1641.95464175
446,The Right Man,November 2014,http://nanowrimo.org/participants/blushingwriter/novels/the-right-man,http://nanowrimo.org/participants/Blushingwriter/novels,8,1224.25,0,1,2300,15,741.358676688
447,The end of the middle class,November 2015,http://nanowrimo.org/participants/boupie/novels/the-end-of-the-middle-class,http://nanowrimo.org/participants/Boupie/novels,4,2153.25,1094,5,2754,1,651.35757269
448,Ministry Business,November 2013,http://nanowrimo.org/participants/boupie/novels/ministry-business,http://nanowrimo.org/participants/Boupie/novels,23,2351.91304348,374,2,6025,11,1292.98437776
449,Untitled,November 2012,http://nanowrimo.org/participants/boupie/novels/novel-253603,http://nanowrimo.org/participants/Boupie/novels,2,598.0,195,2,1001,1,403.0
450,Edge of the Universe,November 2011,http://nanowrimo.org/participants/boupie/novels/edge-of-the-universe,http://nanowrimo.org/participants/Boupie/novels,17,2946.58823529,235,14,9174,11,2597.1988544
451,Untitled,November 2009,http://nanowrimo.org/participants/boupie/novels/novel-986539,http://nanowrimo.org/participants/Boupie/novels,1,0.0,0,1,0,1,0.0
452,Death or not,November 2008,http://nanowrimo.org/participants/boupie/novels/death-or-not,http://nanowrimo.org/participants/Boupie/novels,1,0.0,0,1,0,1,0.0
453,Untitled,November 2007,http://nanowrimo.org/participants/boupie/novels/novel-986530,http://nanowrimo.org/participants/Boupie/novels,1,0.0,0,1,0,1,0.0
454,Untitled,November 2015,http://nanowrimo.org/participants/cairennrhys/novels/untitled-836123,http://nanowrimo.org/participants/CairennRhys/novels,2,14216.5,0,1,28433,14,14216.5
455,Whispers Under The Veil,November 2014,http://nanowrimo.org/participants/cairennrhys/novels/whispers-under-the-veil,http://nanowrimo.org/participants/CairennRhys/novels,3,20438.6666667,0,1,51555,21,22360.5147575
456,Marching For Camelot,November 2013,http://nanowrimo.org/participants/cairennrhys/novels/marching-for-camelot,http://nanowrimo.org/participants/CairennRhys/novels,23,2400.34782609,83,25,6055,22,1800.98517988
457,Love Potion 187: An Alien Ace Detective Mystery,November 2015,http://nanowrimo.org/participants/caisidorhpa/novels/love-potion-187-an-alien-ace-detective-mystery,http://nanowrimo.org/participants/Caisidorhpa/novels,1,0.0,0,1,0,1,0.0
458,Kaleidoscope,November 2011,http://nanowrimo.org/participants/caisidorhpa/novels/kaleidoscope5,http://nanowrimo.org/participants/Caisidorhpa/novels,1,1667.0,1667,1,1667,1,0.0
459,Landing Zoned,November 2015,http://nanowrimo.org/participants/capav/novels/landing-zoned,http://nanowrimo.org/participants/CAPav/novels,30,1666.96666667,487,2,7004,29,1394.7575771
460,Outta Here,November 2014,http://nanowrimo.org/participants/capav/novels/outta-here-795386,http://nanowrimo.org/participants/CAPav/novels,19,2753.68421053,310,5,18572,30,3846.96886902
461,Ariadne's Dread,November 2013,http://nanowrimo.org/participants/capav/novels/ariadne-s-dread,http://nanowrimo.org/participants/CAPav/novels,10,5051.6,780,5,37614,30,10868.407024
